IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.17.51.143,4,4,0.00,189.85,0.00,N/A
104.25.56.83,4,4,0.00,189.88,0.00,N/A
104.19.146.68,4,4,0.00,189.88,0.00,N/A
104.21.63.14,4,4,0.00,189.89,0.00,N/A
104.16.97.51,4,4,0.00,189.89,0.00,N/A
104.18.237.225,4,4,0.00,189.90,0.00,N/A
104.16.34.213,4,4,0.00,189.92,0.00,N/A
172.67.167.219,4,4,0.00,189.93,0.00,N/A
172.67.149.222,4,4,0.00,189.94,0.00,N/A
104.16.217.242,4,4,0.00,189.94,0.00,N/A
104.20.44.63,4,4,0.00,189.94,0.00,N/A
172.65.142.148,4,4,0.00,189.94,0.00,N/A
104.17.115.216,4,4,0.00,189.96,0.00,N/A
172.67.214.145,4,4,0.00,189.97,0.00,N/A
104.18.106.26,4,4,0.00,189.97,0.00,N/A
104.19.48.66,4,4,0.00,189.98,0.00,N/A
104.25.161.19,4,4,0.00,189.98,0.00,N/A
104.18.31.148,4,4,0.00,189.98,0.00,N/A
104.17.243.207,4,4,0.00,190.00,0.00,N/A
172.67.108.124,4,4,0.00,190.01,0.00,N/A
172.67.200.12,4,4,0.00,190.01,0.00,N/A
104.25.143.93,4,4,0.00,190.02,0.00,N/A
104.25.44.205,4,4,0.00,190.03,0.00,N/A
104.25.59.5,4,4,0.00,190.06,0.00,N/A
104.24.196.217,4,4,0.00,190.06,0.00,N/A
162.159.44.124,4,4,0.00,190.06,0.00,N/A
104.16.164.140,4,4,0.00,190.07,0.00,N/A
104.20.52.29,4,4,0.00,190.08,0.00,N/A
172.66.42.213,4,4,0.00,190.08,0.00,N/A
104.18.88.215,4,4,0.00,190.09,0.00,N/A
172.64.52.118,4,4,0.00,190.09,0.00,N/A
104.25.66.127,4,4,0.00,190.10,0.00,N/A
172.67.154.217,4,4,0.00,190.10,0.00,N/A
104.18.112.19,4,4,0.00,190.11,0.00,N/A
104.19.62.157,4,4,0.00,190.11,0.00,N/A
172.66.40.200,4,4,0.00,190.13,0.00,N/A
104.25.240.6,4,4,0.00,190.14,0.00,N/A
104.16.246.79,4,4,0.00,190.14,0.00,N/A
104.21.86.19,4,4,0.00,190.15,0.00,N/A
172.66.169.206,4,4,0.00,190.16,0.00,N/A
104.18.163.130,4,4,0.00,190.16,0.00,N/A
104.27.120.110,4,4,0.00,190.17,0.00,N/A
104.25.78.156,4,4,0.00,190.18,0.00,N/A
104.17.33.20,4,4,0.00,190.18,0.00,N/A
104.25.53.159,4,4,0.00,190.18,0.00,N/A
104.24.68.212,4,4,0.00,190.19,0.00,N/A
172.65.4.38,4,4,0.00,190.21,0.00,N/A
104.16.182.39,4,4,0.00,190.22,0.00,N/A
104.24.191.250,4,4,0.00,190.23,0.00,N/A
104.19.198.58,4,4,0.00,190.25,0.00,N/A
104.21.75.73,4,4,0.00,190.25,0.00,N/A
104.21.111.145,4,4,0.00,190.26,0.00,N/A
104.25.204.49,4,4,0.00,190.26,0.00,N/A
104.20.37.119,4,4,0.00,190.26,0.00,N/A
172.65.175.71,4,4,0.00,190.26,0.00,N/A
104.25.77.94,4,4,0.00,190.26,0.00,N/A
172.67.122.116,4,4,0.00,190.27,0.00,N/A
172.67.224.51,4,4,0.00,190.30,0.00,N/A
104.20.58.236,4,4,0.00,190.31,0.00,N/A
172.65.176.46,4,4,0.00,190.31,0.00,N/A
104.16.194.129,4,4,0.00,190.32,0.00,N/A
104.16.142.75,4,4,0.00,190.33,0.00,N/A
172.65.11.210,4,4,0.00,190.33,0.00,N/A
104.16.166.240,4,4,0.00,190.34,0.00,N/A
104.19.166.132,4,4,0.00,190.36,0.00,N/A
104.16.56.34,4,4,0.00,190.37,0.00,N/A
104.18.16.96,4,4,0.00,190.38,0.00,N/A
172.64.75.58,4,4,0.00,190.39,0.00,N/A
104.19.118.155,4,4,0.00,190.40,0.00,N/A
172.65.38.54,4,4,0.00,190.41,0.00,N/A
172.65.109.80,4,4,0.00,190.42,0.00,N/A
104.25.74.183,4,4,0.00,190.43,0.00,N/A
104.24.66.110,4,4,0.00,190.44,0.00,N/A
104.25.251.83,4,4,0.00,190.45,0.00,N/A
104.25.10.181,4,4,0.00,190.45,0.00,N/A
104.24.141.32,4,4,0.00,190.45,0.00,N/A
104.25.97.21,4,4,0.00,190.48,0.00,N/A
104.19.47.176,4,4,0.00,190.48,0.00,N/A
104.16.249.235,4,4,0.00,190.50,0.00,N/A
104.20.0.72,4,4,0.00,190.50,0.00,N/A
104.18.131.188,4,4,0.00,190.51,0.00,N/A
162.159.245.4,4,4,0.00,190.51,0.00,N/A
104.24.64.148,4,4,0.00,190.53,0.00,N/A
104.25.82.78,4,4,0.00,190.55,0.00,N/A
104.29.125.227,4,4,0.00,190.55,0.00,N/A
172.65.194.143,4,4,0.00,190.55,0.00,N/A
104.18.191.236,4,4,0.00,190.57,0.00,N/A
104.21.5.143,4,4,0.00,190.57,0.00,N/A
172.67.106.57,4,4,0.00,190.57,0.00,N/A
104.16.168.236,4,4,0.00,190.58,0.00,N/A
104.16.11.228,4,4,0.00,190.58,0.00,N/A
104.25.160.238,4,4,0.00,190.59,0.00,N/A
172.65.46.105,4,4,0.00,190.59,0.00,N/A
104.24.214.127,4,4,0.00,190.60,0.00,N/A
104.18.220.188,4,4,0.00,190.61,0.00,N/A
104.17.23.194,4,4,0.00,190.62,0.00,N/A
172.65.138.94,4,4,0.00,190.62,0.00,N/A
104.25.255.54,4,4,0.00,190.63,0.00,N/A
104.24.31.26,4,4,0.00,190.64,0.00,N/A
104.21.124.126,4,4,0.00,190.65,0.00,N/A
172.67.178.109,4,4,0.00,190.65,0.00,N/A
172.67.81.110,4,4,0.00,190.65,0.00,N/A
104.21.6.8,4,4,0.00,190.65,0.00,N/A
104.20.43.31,4,4,0.00,190.65,0.00,N/A
104.25.17.41,4,4,0.00,190.67,0.00,N/A
104.16.232.9,4,4,0.00,190.70,0.00,N/A
172.64.83.153,4,4,0.00,190.70,0.00,N/A
172.66.197.130,4,4,0.00,190.71,0.00,N/A
104.24.177.126,4,4,0.00,190.73,0.00,N/A
104.20.63.209,4,4,0.00,190.74,0.00,N/A
104.18.119.26,4,4,0.00,190.74,0.00,N/A
104.27.66.60,4,4,0.00,190.75,0.00,N/A
104.27.63.25,4,4,0.00,190.75,0.00,N/A
172.64.231.200,4,4,0.00,190.75,0.00,N/A
104.24.33.119,4,4,0.00,190.76,0.00,N/A
104.21.73.71,4,4,0.00,190.77,0.00,N/A
104.21.74.175,4,4,0.00,190.79,0.00,N/A
172.66.204.117,4,4,0.00,190.79,0.00,N/A
104.16.141.128,4,4,0.00,190.81,0.00,N/A
104.25.118.83,4,4,0.00,190.81,0.00,N/A
104.19.143.162,4,4,0.00,190.81,0.00,N/A
104.19.40.115,4,4,0.00,190.82,0.00,N/A
104.21.237.148,4,4,0.00,190.84,0.00,N/A
104.27.81.18,4,4,0.00,190.84,0.00,N/A
104.18.140.180,4,4,0.00,190.84,0.00,N/A
104.21.213.68,4,4,0.00,190.85,0.00,N/A
104.17.30.221,4,4,0.00,190.86,0.00,N/A
172.65.35.209,4,4,0.00,190.87,0.00,N/A
104.19.133.171,4,4,0.00,190.87,0.00,N/A
172.67.117.230,4,4,0.00,190.87,0.00,N/A
172.67.199.83,4,4,0.00,190.88,0.00,N/A
172.65.116.215,4,4,0.00,190.90,0.00,N/A
172.67.210.198,4,4,0.00,190.91,0.00,N/A
104.24.170.213,4,4,0.00,190.91,0.00,N/A
104.25.225.0,4,4,0.00,190.94,0.00,N/A
172.66.172.123,4,4,0.00,190.94,0.00,N/A
104.17.214.217,4,4,0.00,190.95,0.00,N/A
172.65.241.253,4,4,0.00,190.96,0.00,N/A
104.24.57.87,4,4,0.00,190.96,0.00,N/A
172.67.151.112,4,4,0.00,190.96,0.00,N/A
104.16.94.153,4,4,0.00,190.97,0.00,N/A
104.19.22.174,4,4,0.00,190.98,0.00,N/A
104.25.146.34,4,4,0.00,190.98,0.00,N/A
172.65.87.215,4,4,0.00,191.02,0.00,N/A
162.159.0.19,4,4,0.00,191.05,0.00,N/A
172.67.147.54,4,4,0.00,191.05,0.00,N/A
104.18.214.137,4,4,0.00,191.06,0.00,N/A
104.19.181.248,4,4,0.00,191.07,0.00,N/A
172.67.142.87,4,4,0.00,191.07,0.00,N/A
172.67.251.144,4,4,0.00,191.08,0.00,N/A
104.21.17.25,4,4,0.00,191.08,0.00,N/A
104.18.249.147,4,4,0.00,191.09,0.00,N/A
104.18.137.10,4,4,0.00,191.09,0.00,N/A
104.25.231.87,4,4,0.00,191.10,0.00,N/A
172.66.128.252,4,4,0.00,191.11,0.00,N/A
104.24.155.100,4,4,0.00,191.11,0.00,N/A
188.114.98.134,4,4,0.00,191.13,0.00,N/A
104.21.61.184,4,4,0.00,191.14,0.00,N/A
104.25.156.212,4,4,0.00,191.15,0.00,N/A
172.67.239.66,4,4,0.00,191.15,0.00,N/A
104.18.94.225,4,4,0.00,191.15,0.00,N/A
104.19.192.37,4,4,0.00,191.17,0.00,N/A
104.25.239.193,4,4,0.00,191.17,0.00,N/A
104.18.133.99,4,4,0.00,191.18,0.00,N/A
104.18.118.112,4,4,0.00,191.18,0.00,N/A
104.18.44.243,4,4,0.00,191.19,0.00,N/A
104.27.52.154,4,4,0.00,191.19,0.00,N/A
104.17.178.55,4,4,0.00,191.19,0.00,N/A
104.19.136.47,4,4,0.00,191.20,0.00,N/A
104.17.0.149,4,4,0.00,191.21,0.00,N/A
104.18.96.44,4,4,0.00,191.21,0.00,N/A
190.93.246.48,4,4,0.00,191.22,0.00,N/A
104.16.133.83,4,4,0.00,191.22,0.00,N/A
104.25.213.48,4,4,0.00,191.22,0.00,N/A
104.19.250.48,4,4,0.00,191.22,0.00,N/A
172.65.197.29,4,4,0.00,191.23,0.00,N/A
104.24.154.37,4,4,0.00,191.23,0.00,N/A
104.24.58.157,4,4,0.00,191.23,0.00,N/A
104.17.127.79,4,4,0.00,191.25,0.00,N/A
104.19.57.167,4,4,0.00,191.25,0.00,N/A
104.18.201.254,4,4,0.00,191.25,0.00,N/A
104.21.57.112,4,4,0.00,191.27,0.00,N/A
104.16.242.73,4,4,0.00,191.28,0.00,N/A
104.25.132.155,4,4,0.00,191.28,0.00,N/A
172.64.38.253,4,4,0.00,191.29,0.00,N/A
172.65.99.211,4,4,0.00,191.29,0.00,N/A
104.18.99.45,4,4,0.00,191.30,0.00,N/A
172.65.123.125,4,4,0.00,191.31,0.00,N/A
172.64.93.164,4,4,0.00,191.31,0.00,N/A
104.17.195.80,4,4,0.00,191.32,0.00,N/A
104.27.75.60,4,4,0.00,191.33,0.00,N/A
104.17.248.196,4,4,0.00,191.33,0.00,N/A
172.67.104.110,4,4,0.00,191.33,0.00,N/A
104.18.107.104,4,4,0.00,191.34,0.00,N/A
172.64.95.100,4,4,0.00,191.34,0.00,N/A
104.21.192.207,4,4,0.00,191.34,0.00,N/A
172.67.134.205,4,4,0.00,191.35,0.00,N/A
104.27.87.25,4,4,0.00,191.35,0.00,N/A
104.18.167.200,4,4,0.00,191.35,0.00,N/A
104.16.53.139,4,4,0.00,191.37,0.00,N/A
104.17.236.182,4,4,0.00,191.37,0.00,N/A
104.16.214.199,4,4,0.00,191.38,0.00,N/A
104.17.81.70,4,4,0.00,191.38,0.00,N/A
104.24.70.94,4,4,0.00,191.39,0.00,N/A
172.64.94.73,4,4,0.00,191.39,0.00,N/A
172.65.117.254,4,4,0.00,191.39,0.00,N/A
104.16.180.36,4,4,0.00,191.40,0.00,N/A
104.27.97.156,4,4,0.00,191.40,0.00,N/A
104.25.153.26,4,4,0.00,191.41,0.00,N/A
172.65.19.239,4,4,0.00,191.41,0.00,N/A
104.24.65.36,4,4,0.00,191.42,0.00,N/A
104.19.86.140,4,4,0.00,191.42,0.00,N/A
104.25.91.128,4,4,0.00,191.43,0.00,N/A
104.24.218.24,4,4,0.00,191.43,0.00,N/A
104.24.47.229,4,4,0.00,191.45,0.00,N/A
104.17.19.169,4,4,0.00,191.47,0.00,N/A
104.18.35.220,4,4,0.00,191.47,0.00,N/A
104.18.164.167,4,4,0.00,191.47,0.00,N/A
104.16.140.78,4,4,0.00,191.49,0.00,N/A
104.18.165.142,4,4,0.00,191.50,0.00,N/A
172.67.190.54,4,4,0.00,191.50,0.00,N/A
172.66.192.93,4,4,0.00,191.50,0.00,N/A
104.25.241.248,4,4,0.00,191.51,0.00,N/A
104.18.147.56,4,4,0.00,191.53,0.00,N/A
104.24.197.23,4,4,0.00,191.55,0.00,N/A
172.65.70.158,4,4,0.00,191.55,0.00,N/A
104.21.120.70,4,4,0.00,191.55,0.00,N/A
104.21.23.14,4,4,0.00,191.55,0.00,N/A
104.16.24.62,4,4,0.00,191.56,0.00,N/A
104.17.38.137,4,4,0.00,191.56,0.00,N/A
104.25.99.96,4,4,0.00,191.57,0.00,N/A
104.19.251.79,4,4,0.00,191.57,0.00,N/A
104.18.5.143,4,4,0.00,191.57,0.00,N/A
104.27.193.39,4,4,0.00,191.58,0.00,N/A
104.17.201.18,4,4,0.00,191.58,0.00,N/A
104.25.40.16,4,4,0.00,191.58,0.00,N/A
172.67.121.85,4,4,0.00,191.59,0.00,N/A
104.17.24.171,4,4,0.00,191.60,0.00,N/A
104.21.110.108,4,4,0.00,191.61,0.00,N/A
172.64.232.254,4,4,0.00,191.62,0.00,N/A
104.24.159.133,4,4,0.00,191.63,0.00,N/A
104.18.195.71,4,4,0.00,191.63,0.00,N/A
104.18.75.36,4,4,0.00,191.63,0.00,N/A
172.66.207.152,4,4,0.00,191.64,0.00,N/A
172.65.28.63,4,4,0.00,191.64,0.00,N/A
104.21.207.210,4,4,0.00,191.65,0.00,N/A
104.24.93.29,4,4,0.00,191.66,0.00,N/A
172.67.201.88,4,4,0.00,191.67,0.00,N/A
172.65.168.62,4,4,0.00,191.67,0.00,N/A
104.21.84.55,4,4,0.00,191.69,0.00,N/A
104.21.91.201,4,4,0.00,191.71,0.00,N/A
104.21.119.15,4,4,0.00,191.71,0.00,N/A
172.65.45.112,4,4,0.00,191.72,0.00,N/A
172.65.250.84,4,4,0.00,191.73,0.00,N/A
162.159.197.188,4,4,0.00,191.73,0.00,N/A
104.24.50.102,4,4,0.00,191.74,0.00,N/A
104.16.124.187,4,4,0.00,191.75,0.00,N/A
104.19.232.223,4,4,0.00,191.75,0.00,N/A
162.159.202.62,4,4,0.00,191.76,0.00,N/A
104.18.98.235,4,4,0.00,191.77,0.00,N/A
172.67.220.58,4,4,0.00,191.77,0.00,N/A
104.17.25.17,4,4,0.00,191.79,0.00,N/A
104.25.41.244,4,4,0.00,191.80,0.00,N/A
104.25.36.193,4,4,0.00,191.80,0.00,N/A
104.19.2.142,4,4,0.00,191.80,0.00,N/A
104.18.184.125,4,4,0.00,191.81,0.00,N/A
198.41.199.227,4,4,0.00,191.81,0.00,N/A
162.159.20.132,4,4,0.00,191.81,0.00,N/A
104.16.100.16,4,4,0.00,191.82,0.00,N/A
104.18.150.136,4,4,0.00,191.86,0.00,N/A
104.16.254.212,4,4,0.00,191.86,0.00,N/A
104.16.98.212,4,4,0.00,191.87,0.00,N/A
172.65.74.0,4,4,0.00,191.88,0.00,N/A
172.65.50.17,4,4,0.00,191.90,0.00,N/A
104.19.249.152,4,4,0.00,191.91,0.00,N/A
104.18.24.211,4,4,0.00,191.92,0.00,N/A
141.101.121.178,4,4,0.00,191.92,0.00,N/A
104.24.243.60,4,4,0.00,191.93,0.00,N/A
104.18.97.78,4,4,0.00,191.95,0.00,N/A
104.17.241.142,4,4,0.00,191.95,0.00,N/A
104.20.2.186,4,4,0.00,191.96,0.00,N/A
104.24.4.229,4,4,0.00,191.96,0.00,N/A
104.17.2.163,4,4,0.00,191.96,0.00,N/A
104.25.203.60,4,4,0.00,191.97,0.00,N/A
172.65.165.2,4,4,0.00,191.97,0.00,N/A
172.65.111.107,4,4,0.00,191.99,0.00,N/A
104.24.146.194,4,4,0.00,192.01,0.00,N/A
104.24.142.144,4,4,0.00,192.02,0.00,N/A
104.25.68.9,4,4,0.00,192.03,0.00,N/A
104.16.198.129,4,4,0.00,192.04,0.00,N/A
104.18.230.22,4,4,0.00,192.04,0.00,N/A
104.25.0.37,4,4,0.00,192.05,0.00,N/A
104.17.192.180,4,4,0.00,192.05,0.00,N/A
104.27.94.26,4,4,0.00,192.06,0.00,N/A
104.17.187.114,4,4,0.00,192.07,0.00,N/A
104.16.23.254,4,4,0.00,192.08,0.00,N/A
162.159.251.245,4,4,0.00,192.08,0.00,N/A
104.18.7.124,4,4,0.00,192.08,0.00,N/A
104.18.15.183,4,4,0.00,192.08,0.00,N/A
104.18.244.150,4,4,0.00,192.09,0.00,N/A
104.19.27.31,4,4,0.00,192.09,0.00,N/A
104.27.112.50,4,4,0.00,192.09,0.00,N/A
104.19.54.88,4,4,0.00,192.09,0.00,N/A
104.18.233.13,4,4,0.00,192.11,0.00,N/A
104.19.164.159,4,4,0.00,192.11,0.00,N/A
141.101.122.184,4,4,0.00,192.11,0.00,N/A
104.24.153.189,4,4,0.00,192.13,0.00,N/A
104.20.11.98,4,4,0.00,192.15,0.00,N/A
104.19.161.29,4,4,0.00,192.16,0.00,N/A
104.19.218.204,4,4,0.00,192.16,0.00,N/A
104.17.63.186,4,4,0.00,192.16,0.00,N/A
104.19.55.189,4,4,0.00,192.19,0.00,N/A
172.64.36.101,4,4,0.00,192.20,0.00,N/A
172.66.141.217,4,4,0.00,192.20,0.00,N/A
172.67.196.159,4,4,0.00,192.21,0.00,N/A
104.29.157.48,4,4,0.00,192.21,0.00,N/A
104.27.80.228,4,4,0.00,192.21,0.00,N/A
104.24.244.242,4,4,0.00,192.22,0.00,N/A
162.159.143.20,4,4,0.00,192.22,0.00,N/A
172.67.215.195,4,4,0.00,192.24,0.00,N/A
104.27.57.112,4,4,0.00,192.24,0.00,N/A
172.67.211.142,4,4,0.00,192.25,0.00,N/A
104.16.81.199,4,4,0.00,192.26,0.00,N/A
104.18.210.68,4,4,0.00,192.28,0.00,N/A
104.25.235.129,4,4,0.00,192.28,0.00,N/A
104.16.32.232,4,4,0.00,192.28,0.00,N/A
104.16.213.246,4,4,0.00,192.29,0.00,N/A
104.19.111.164,4,4,0.00,192.29,0.00,N/A
104.16.85.124,4,4,0.00,192.30,0.00,N/A
104.21.203.32,4,4,0.00,192.30,0.00,N/A
104.19.53.174,4,4,0.00,192.30,0.00,N/A
172.65.16.168,4,4,0.00,192.30,0.00,N/A
104.25.150.8,4,4,0.00,192.31,0.00,N/A
104.27.18.239,4,4,0.00,192.31,0.00,N/A
104.16.80.29,4,4,0.00,192.32,0.00,N/A
104.16.4.153,4,4,0.00,192.33,0.00,N/A
172.67.119.82,4,4,0.00,192.33,0.00,N/A
104.19.217.149,4,4,0.00,192.35,0.00,N/A
104.17.162.131,4,4,0.00,192.35,0.00,N/A
104.24.171.203,4,4,0.00,192.36,0.00,N/A
104.25.65.33,4,4,0.00,192.36,0.00,N/A
198.41.198.92,4,4,0.00,192.37,0.00,N/A
172.65.17.94,4,4,0.00,192.38,0.00,N/A
172.65.58.236,4,4,0.00,192.38,0.00,N/A
104.16.206.151,4,4,0.00,192.38,0.00,N/A
104.17.88.184,4,4,0.00,192.40,0.00,N/A
172.67.223.241,4,4,0.00,192.40,0.00,N/A
172.67.238.247,4,4,0.00,192.41,0.00,N/A
172.65.246.145,4,4,0.00,192.41,0.00,N/A
104.24.234.171,4,4,0.00,192.41,0.00,N/A
104.17.62.36,4,4,0.00,192.41,0.00,N/A
172.65.195.183,4,4,0.00,192.43,0.00,N/A
104.25.254.97,4,4,0.00,192.44,0.00,N/A
104.25.140.120,4,4,0.00,192.45,0.00,N/A
104.21.3.159,4,4,0.00,192.45,0.00,N/A
104.24.0.107,4,4,0.00,192.45,0.00,N/A
172.65.75.249,4,4,0.00,192.47,0.00,N/A
172.65.34.52,4,4,0.00,192.47,0.00,N/A
172.67.229.107,4,4,0.00,192.47,0.00,N/A
162.159.39.16,4,4,0.00,192.48,0.00,N/A
172.67.141.129,4,4,0.00,192.49,0.00,N/A
104.16.117.99,4,4,0.00,192.50,0.00,N/A
172.66.209.58,4,4,0.00,192.52,0.00,N/A
198.41.193.112,4,4,0.00,192.53,0.00,N/A
104.24.20.174,4,4,0.00,192.53,0.00,N/A
104.25.80.211,4,4,0.00,192.53,0.00,N/A
104.16.103.214,4,4,0.00,192.53,0.00,N/A
172.65.242.230,4,4,0.00,192.55,0.00,N/A
104.19.97.216,4,4,0.00,192.55,0.00,N/A
104.18.171.243,4,4,0.00,192.56,0.00,N/A
104.21.216.97,4,4,0.00,192.57,0.00,N/A
104.24.43.217,4,4,0.00,192.57,0.00,N/A
104.19.52.84,4,4,0.00,192.59,0.00,N/A
104.19.92.181,4,4,0.00,192.59,0.00,N/A
172.65.24.62,4,4,0.00,192.60,0.00,N/A
104.16.233.174,4,4,0.00,192.61,0.00,N/A
162.159.51.68,4,4,0.00,192.62,0.00,N/A
172.65.48.52,4,4,0.00,192.62,0.00,N/A
104.19.28.120,4,4,0.00,192.63,0.00,N/A
104.19.231.41,4,4,0.00,192.63,0.00,N/A
104.19.74.185,4,4,0.00,192.63,0.00,N/A
172.65.122.44,4,4,0.00,192.64,0.00,N/A
104.25.211.75,4,4,0.00,192.64,0.00,N/A
104.17.251.36,4,4,0.00,192.65,0.00,N/A
104.16.50.104,4,4,0.00,192.65,0.00,N/A
104.17.179.106,4,4,0.00,192.67,0.00,N/A
104.24.19.161,4,4,0.00,192.67,0.00,N/A
104.18.1.129,4,4,0.00,192.68,0.00,N/A
172.66.199.30,4,4,0.00,192.68,0.00,N/A
104.18.21.82,4,4,0.00,192.69,0.00,N/A
162.159.224.221,4,4,0.00,192.70,0.00,N/A
104.19.165.207,4,4,0.00,192.70,0.00,N/A
198.41.215.249,4,4,0.00,192.71,0.00,N/A
104.25.81.96,4,4,0.00,192.71,0.00,N/A
104.25.186.188,4,4,0.00,192.71,0.00,N/A
104.21.25.247,4,4,0.00,192.72,0.00,N/A
104.17.184.70,4,4,0.00,192.74,0.00,N/A
104.18.3.244,4,4,0.00,192.75,0.00,N/A
104.25.48.27,4,4,0.00,192.75,0.00,N/A
172.66.159.227,4,4,0.00,192.78,0.00,N/A
104.25.20.244,4,4,0.00,192.81,0.00,N/A
172.65.81.61,4,4,0.00,192.82,0.00,N/A
172.65.157.145,4,4,0.00,192.82,0.00,N/A
162.159.153.232,4,4,0.00,192.83,0.00,N/A
104.24.161.1,4,4,0.00,192.83,0.00,N/A
172.65.8.45,4,4,0.00,192.83,0.00,N/A
104.18.8.28,4,4,0.00,192.83,0.00,N/A
104.19.159.49,4,4,0.00,192.83,0.00,N/A
172.66.203.77,4,4,0.00,192.86,0.00,N/A
104.24.225.197,4,4,0.00,192.86,0.00,N/A
104.19.18.104,4,4,0.00,192.88,0.00,N/A
104.17.226.68,4,4,0.00,192.89,0.00,N/A
172.65.140.52,4,4,0.00,192.89,0.00,N/A
104.16.163.0,4,4,0.00,192.90,0.00,N/A
104.18.92.155,4,4,0.00,192.90,0.00,N/A
172.67.253.1,4,4,0.00,192.90,0.00,N/A
104.24.237.66,4,4,0.00,192.91,0.00,N/A
172.67.226.226,4,4,0.00,192.91,0.00,N/A
172.64.72.210,4,4,0.00,192.92,0.00,N/A
104.25.119.174,4,4,0.00,192.93,0.00,N/A
172.65.210.237,4,4,0.00,192.93,0.00,N/A
104.16.49.31,4,4,0.00,192.94,0.00,N/A
104.19.29.219,4,4,0.00,192.94,0.00,N/A
104.27.47.93,4,4,0.00,192.95,0.00,N/A
104.16.35.50,4,4,0.00,192.95,0.00,N/A
104.16.196.206,4,4,0.00,192.96,0.00,N/A
104.18.169.204,4,4,0.00,192.97,0.00,N/A
104.24.49.78,4,4,0.00,192.97,0.00,N/A
104.18.128.47,4,4,0.00,192.98,0.00,N/A
104.16.6.197,4,4,0.00,192.98,0.00,N/A
104.21.210.171,4,4,0.00,192.99,0.00,N/A
104.24.28.47,4,4,0.00,193.00,0.00,N/A
104.24.88.167,4,4,0.00,193.00,0.00,N/A
104.17.21.118,4,4,0.00,193.02,0.00,N/A
172.66.167.192,4,4,0.00,193.02,0.00,N/A
104.27.26.58,4,4,0.00,193.03,0.00,N/A
104.16.239.142,4,4,0.00,193.04,0.00,N/A
162.159.136.170,4,4,0.00,193.05,0.00,N/A
104.16.0.50,4,4,0.00,193.06,0.00,N/A
104.18.27.27,4,4,0.00,193.06,0.00,N/A
104.19.113.216,4,4,0.00,193.07,0.00,N/A
172.65.72.73,4,4,0.00,193.07,0.00,N/A
162.159.128.67,4,4,0.00,193.07,0.00,N/A
104.16.201.190,4,4,0.00,193.07,0.00,N/A
104.25.133.162,4,4,0.00,193.09,0.00,N/A
104.20.12.83,4,4,0.00,193.09,0.00,N/A
190.93.247.240,4,4,0.00,193.09,0.00,N/A
172.66.46.47,4,4,0.00,193.10,0.00,N/A
104.16.14.193,4,4,0.00,193.11,0.00,N/A
104.25.73.176,4,4,0.00,193.12,0.00,N/A
104.19.21.20,4,4,0.00,193.12,0.00,N/A
104.16.57.0,4,4,0.00,193.13,0.00,N/A
104.25.149.143,4,4,0.00,193.13,0.00,N/A
162.159.25.36,4,4,0.00,193.13,0.00,N/A
172.67.209.20,4,4,0.00,193.14,0.00,N/A
104.19.11.206,4,4,0.00,193.15,0.00,N/A
172.65.172.196,4,4,0.00,193.15,0.00,N/A
104.27.12.50,4,4,0.00,193.16,0.00,N/A
104.19.243.249,4,4,0.00,193.16,0.00,N/A
104.16.247.26,4,4,0.00,193.16,0.00,N/A
162.159.4.174,4,4,0.00,193.17,0.00,N/A
162.159.242.209,4,4,0.00,193.17,0.00,N/A
104.24.16.142,4,4,0.00,193.19,0.00,N/A
104.27.59.122,4,4,0.00,193.20,0.00,N/A
104.19.162.56,4,4,0.00,193.20,0.00,N/A
172.67.127.167,4,4,0.00,193.20,0.00,N/A
172.64.88.244,4,4,0.00,193.21,0.00,N/A
172.67.193.6,4,4,0.00,193.21,0.00,N/A
162.159.247.160,4,4,0.00,193.21,0.00,N/A
104.16.173.60,4,4,0.00,193.22,0.00,N/A
104.17.219.91,4,4,0.00,193.24,0.00,N/A
172.64.37.27,4,4,0.00,193.24,0.00,N/A
172.66.151.202,4,4,0.00,193.26,0.00,N/A
104.24.222.113,4,4,0.00,193.29,0.00,N/A
104.24.82.189,4,4,0.00,193.29,0.00,N/A
104.24.143.180,4,4,0.00,193.29,0.00,N/A
104.19.196.132,4,4,0.00,193.30,0.00,N/A
104.25.208.107,4,4,0.00,193.30,0.00,N/A
104.16.240.46,4,4,0.00,193.31,0.00,N/A
198.41.206.210,4,4,0.00,193.31,0.00,N/A
172.67.189.108,4,4,0.00,193.32,0.00,N/A
104.25.253.13,4,4,0.00,193.32,0.00,N/A
104.17.175.249,4,4,0.00,193.34,0.00,N/A
172.64.235.174,4,4,0.00,193.34,0.00,N/A
104.19.100.187,4,4,0.00,193.35,0.00,N/A
104.27.90.13,4,4,0.00,193.37,0.00,N/A
172.64.186.119,4,4,0.00,193.38,0.00,N/A
104.24.145.196,4,4,0.00,193.38,0.00,N/A
104.18.160.7,4,4,0.00,193.38,0.00,N/A
104.17.58.226,4,4,0.00,193.40,0.00,N/A
104.17.109.137,4,4,0.00,193.42,0.00,N/A
108.162.192.182,4,4,0.00,193.43,0.00,N/A
172.65.49.83,4,4,0.00,193.43,0.00,N/A
104.27.70.249,4,4,0.00,193.43,0.00,N/A
104.24.188.225,4,4,0.00,193.44,0.00,N/A
104.17.13.252,4,4,0.00,193.44,0.00,N/A
104.21.52.123,4,4,0.00,193.47,0.00,N/A
172.65.166.58,4,4,0.00,193.48,0.00,N/A
